基金代码,基金全称,基金简称,基金类型,发行日期,成立日期/规模,资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,最高申购费率,最高赎回费率,业绩比较基准,跟踪标的
016175,汇丰晋信策略优选混合型证券投资基金,汇丰晋信策略优选混合C,混合型-偏股,2022年08月22日,2022年09月14日 / 2.520亿份,2.66亿元,1.792亿份,汇丰晋信基金,广发证券,吴培文,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*75%+中证港股通综合指数收益率*5%+同业存款利率*20%,该基金无跟踪标的
016198,大成科创主题混合型证券投资基金(LOF),大成科创主题混合(LOF)C,混合型-偏股,2022年07月11日,2022年07月18日 / --,0.10亿元,0.031亿份,大成基金,建设银行,王帅,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,该基金无跟踪标的
016234,财通景气行业混合型证券投资基金,财通景气行业混合C,混合型-偏股,2020年11月16日,2022年07月18日 / --,0.76亿元,0.5953亿份,财通基金,宁波银行,沈犁,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*75%+中债综合指数收益率*25%,该基金无跟踪标的
016238,华夏数字经济龙头混合型发起式证券投资基金,华夏数字经济龙头混合发起式C,混合型-偏股,2022年07月13日,2022年08月05日 / 0.319亿份,7.20亿元,4.9369亿份,华夏基金,中国银行,张景松,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证数字经济主题指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的
016256,中信保诚中小盘混合型证券投资基金,中信保诚中小盘混合C,混合型-偏股,2010年01月08日,2022年07月15日 / --,0.25亿元,0.0586亿份,中信保诚基金,建设银行,孙浩中,每份累计0.76元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证中小盘700指数收益率*80%+中证综合债指数收益率*20%,该基金无跟踪标的
016257,华宝动力组合混合型证券投资基金,华宝动力组合混合C,混合型-偏股,2005年09月27日,2022年07月19日 / --,0.46亿元,0.124亿份,华宝基金,中国银行,刘自强,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,上证180指数收益率与深证100指数收益率的流通市值加权平均*80%+上证国债指数收益率*20%,该基金无跟踪标的
016263,银华高端制造业灵活配置混合型证券投资基金,银华高端制造业混合C,混合型-灵活,2014年10月16日,2022年08月02日 / --,0.03亿元,0.0186亿份,银华基金,建设银行,薄官辉、王浩,每份累计0.14元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,申银万国制造业指数*50%+中证全债指数*50%,该基金无跟踪标的
016277,招商中证800指数增强型证券投资基金,招商中证800指数增强C,指数型-股票,2022年08月01日,2022年08月23日 / 2.404亿份,1.77亿元,1.3837亿份,招商基金,交通银行,王平,每份累计0.00元,0.60%（每年）,0.10%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*95%+中国人民银行人民币活期存款利率(税后)*5%,中证800指数
016283,华泰柏瑞积极优选股票型证券投资基金,华泰柏瑞积极优选股票C,股票型,2015年03月05日,2022年07月21日 / --,6.52亿元,4.8642亿份,华泰柏瑞基金,建设银行,王林军,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中债国债总指数收益率*20%,该基金无跟踪标的
016289,华安沪港深通精选灵活配置混合型证券投资基金,华安沪港深通精选灵活配置混合C,混合型-灵活,2017年01月09日,2022年08月11日 / --,0.07亿元,0.0215亿份,华安基金,建设银行,高钥群,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*30%+恒生综合指数收益率*30%+中国债券总指数收益率*40%,该基金无跟踪标的
016291,华安大国新经济股票型证券投资基金,华安大国新经济股票C,股票型,2014年03月13日,2022年08月11日 / --,0.01亿元,0.0015亿份,华安基金,建设银行,翁启森,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*90%+中国债券总指数收益率*10%,该基金无跟踪标的
016292,华安物联网主题股票型证券投资基金,华安物联网主题股票C,股票型,2015年02月09日,2022年08月11日 / --,0.01亿元,0.0096亿份,华安基金,建设银行,翁启森,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证800指数收益率*80%+中国债券总指数收益率*20%,该基金无跟踪标的
016298,中欧丰泰港股通混合型证券投资基金,中欧丰泰港股通混合C,混合型-偏股,2022年08月29日,2022年09月14日 / 3.206亿份,1.91亿元,1.1425亿份,中欧基金,招商银行,罗佳明,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证港股通综合指数收益率(人民币)*80%+沪深300指数收益率*10%+中债综合全价指数收益率*10%,该基金无跟踪标的
016312,中欧优质企业混合型证券投资基金,中欧优质企业混合C,混合型-偏股,2022年08月03日,2022年08月23日 / 25.466亿份,1.26亿元,0.919亿份,中欧基金,中国银行,代云锋,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.80%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*80%+银行活期存款利率(税后)*15%+中证港股通综合指数收益率*5%,该基金无跟踪标的
016346,长安行业成长混合型证券投资基金,长安行业成长混合C,混合型-偏股,2022年09月13日,2022年09月29日 / 3.057亿份,0.04亿元,0.0321亿份,长安基金,农业银行,张云凯,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,0.00%,0.00%,1.50%,中证500指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+中债-综合全价(总值)指数收益率*20%,该基金无跟踪标的
016371,信澳业绩驱动混合型证券投资基金,信澳业绩驱动混合C,混合型-偏股,2022年08月08日,2022年08月25日 / 2.458亿份,37.73亿元,25.1679亿份,信达澳亚基金,北京银行,刘小明,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*50%+中证港股通综合指数收益率*40%+银行活期存款利率(税后)*10%,该基金无跟踪标的
016400,摩根智选30混合型证券投资基金,摩根智选30混合C,混合型-偏股,2022年08月08日,2022年08月10日 / --,0.01亿元,0.0014亿份,摩根基金(中国),建设银行,李德辉,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+上证国债指数收益率*20%,该基金无跟踪标的
016461,华宝核心优势灵活配置混合型证券投资基金,华宝核心优势混合C,混合型-灵活,2015年12月21日,2022年08月24日 / --,0.66亿元,0.1527亿份,华宝基金,建设银行,郑英亮,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的
016463,华宝万物互联灵活配置混合型证券投资基金,华宝万物互联混合C,混合型-灵活,2015年06月24日,2022年09月14日 / --,0.19亿元,0.096亿份,华宝基金,建设银行,钟奇,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*55%+上证国债指数收益率*45%,该基金无跟踪标的
016465,兴证全球合瑞混合型证券投资基金,兴证全球合瑞混合C,混合型-偏股,2022年08月22日,2022年09月07日 / 49.499亿份,11.20亿元,9.0889亿份,兴证全球基金,招商银行,谢书英,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,该基金无跟踪标的
016501,华夏半导体龙头混合型发起式证券投资基金,华夏半导体龙头混合发起C,混合型-偏股,2022年08月29日,2022年09月19日 / 0.151亿份,1.88亿元,0.9533亿份,华夏基金,建设银行,高翔,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证全指半导体产品与设备指数收益率*60%+中证港股通综合指数收益率*20%+中债综合全价指数收益率*20%,该基金无跟踪标的
016518,华泰紫金创新成长混合型发起式证券投资基金,华泰紫金创新成长混合发起C,混合型-偏股,2022年09月05日,2022年09月21日 / 12.909亿份,1.23亿元,0.9944亿份,华泰证券(上海)资产管理,招商银行,刘瑞,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证800指数收益率*60%+中证港股通综合指数(人民币)收益率*20%+银行活期存款利率(税后)*20%,该基金无跟踪标的
016520,中银稳进策略灵活配置混合型证券投资基金,中银稳进策略混合C,混合型-灵活,2015年12月21日,2022年08月25日 / --,0.07亿元,0.0425亿份,中银基金,中信银行,郭昀松,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*60%+中国债券总指数收益率*40%,该基金无跟踪标的
016556,万家量化睿选灵活配置混合型证券投资基金,万家量化睿选混合C,混合型-灵活,2017年07月03日,2022年08月25日 / --,0.12亿元,0.0777亿份,万家基金,建设银行,乔亮,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,中证500指数收益率*90%+一年期银行定期存款收益率(税后)*10%,该基金无跟踪标的
016579,长安宏观策略混合型证券投资基金,长安宏观策略混合C,混合型-偏股,2022年09月15日,2022年09月19日 / --,2.12亿元,1.0062亿份,长安基金,邮储银行,王浩聿,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的
016600,万家品质生活灵活配置混合型证券投资基金,万家品质生活混合C,混合型-灵活,2015年07月13日,2022年09月15日 / --,6.68亿元,1.4991亿份,万家基金,农业银行,莫海波,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.50%（每年）,---,0.00%,1.50%,沪深300指数收益率*50%+上证国债指数收益率*50%,该基金无跟踪标的
016616,国泰估值优势混合型证券投资基金(LOF),国泰估值优势混合(LOF)C,混合型-偏股,2010年01月18日,2022年09月09日 / --,12.98亿元,3.0094亿份,国泰基金,工商银行,王兆祥,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中证全债指数收益率*20%,该基金无跟踪标的
016780,国投瑞银锐意改革灵活配置混合型证券投资基金,国投瑞银锐意改革混合C,混合型-灵活,2015年03月09日,2022年10月17日 / --,0.28亿元,0.1948亿份,国投瑞银基金,中国银行,马柯,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*60%+中债综合指数收益率*40%,该基金无跟踪标的
017437,华宝纳斯达克精选股票型发起式证券投资基金(QDII),华宝纳斯达克精选股票发起式(QDII)C,QDII-普通股票,2023年02月01日,2023年03月02日 / 0.137亿份,69.44亿元,30.3725亿份,华宝基金,交通银行,周晶、赵启元,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,经人民币汇率调整的纳斯达克100指数收益率*90%+人民币活期存款税后利率*10%,该基金无跟踪标的
017811,东方人工智能主题混合型证券投资基金,东方人工智能主题混合C,混合型-偏股,2018年05月04日,2023年02月22日 / --,48.23亿元,30.365亿份,东方基金,农业银行,严凯,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,---,0.00%,1.50%,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,该基金无跟踪标的
018933,长盛城镇化主题混合型证券投资基金,长盛城镇化主题混合C,混合型-偏股,2013年10月14日,2023年07月24日 / --,1.87亿元,0.6954亿份,长盛基金,中国银行,代毅,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,---,0.00%,1.50%,沪深300指数收益率*80%+中证综合债指数收益率*20%,该基金无跟踪标的
018957,中航机遇领航混合型发起式证券投资基金,中航机遇领航混合发起C,混合型-偏股,2023年07月31日,2023年08月10日 / 0.213亿份,113.50亿元,37.7274亿份,中航基金,江苏银行,韩浩,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,沪深300指数收益率*70%+中债综合指数收益率*25%+中证港股通综合指数收益率*5%,该基金无跟踪标的
018994,中欧数字经济混合型发起式证券投资基金,中欧数字经济混合发起C,混合型-偏股,2023年08月28日,2023年09月12日 / 0.141亿份,77.48亿元,25.7124亿份,中欧基金,招商银行,冯炉丹,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.60%（每年）,0.00%,0.00%,1.50%,中证数字经济主题指数收益率*65%+中证港股通综合指数(人民币)收益率*15%+银行活期存款利率(税后)*20%,该基金无跟踪标的
019514,交银施罗德荣鑫灵活配置混合型证券投资基金,交银荣鑫灵活配置混合C,混合型-灵活,2016年03月21日,2023年09月15日 / --,3.01亿元,1.1092亿份,交银施罗德基金,民生银行,余李平,每份累计0.00元,0.60%（每年）,0.20%（每年）,0.10%（每年）,---,0.00%,1.50%,沪深300指数收益率*50%+中债综合全价指数收益率*50%,该基金无跟踪标的
019548,招商纳斯达克100交易型开放式指数证券投资基金发起式联接基金(QDII),招商纳斯达克100ETF发起式联接(QDII)C,指数型-海外股票,2023年11月13日,2023年11月29日 / 0.232亿份,13.86亿元,10.0402亿份,招商基金,中国银行,刘重杰,每份累计0.00元,0.50%（每年）,0.15%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,纳斯达克100指数收益率(经汇率调整后)*95%+中国人民银行人民币活期存款利率(税后)*5%,纳斯达克100指数
020398,中银港股通医药混合型发起式证券投资基金,中银港股通医药混合发起C,混合型-偏股,2023年12月21日,2023年12月29日 / 0.215亿份,16.94亿元,8.5688亿份,中银基金,宁波银行,郑宁,每份累计0.00元,1.20%（每年）,0.20%（每年）,0.40%（每年）,0.00%,0.00%,1.50%,中证港股通医药卫生综合指数收益率(使用估值汇率调整)*80%+中债综合全价(总值)指数收益率*20%,该基金无跟踪标的
020635,汇添富恒生生物科技交易型开放式指数证券投资基金发起式联接基金(QDII),汇添富恒生生物科技ETF发起式联接(QDII)C,指数型-海外股票,2024年02月01日,2024年03月01日 / 0.237亿份,1.17亿元,0.5967亿份,汇添富基金,农业银行,乐无穹,每份累计0.00元,0.15%（每年）,0.05%（每年）,0.20%（每年）,0.00%,0.00%,1.50%,经人民币汇率调整的恒生生物科技指数收益率*95%+商业银行活期存款利率(税后)*5%,恒生生物科技指数
